20110117 06.999
20110211 16.119
20110309 01.238
20110403 10.358
20110428 19.478
20110524 04.598
20110618 13.718
20110713 22.838
20110808 07.958
20110902 17.078
20110928 02.197
20111023 11.317
20111117 20.437
20111213 05.557
20120107 14.677
20120201 23.797
20120227 08.917
20120323 18.037
20120418 03.156
20120513 12.276
20120607 21.396
20120703 06.516
20120728 15.636
20120823 00.756
20120917 09.875
20121012 18.995
20121107 04.115
20121202 13.235
20121227 22.355
20130122 07.475
20130216 16.595
20130314 01.715
20130408 10.834
20130503 19.954
20130529 05.074
20130623 14.194
20130718 23.314
20130813 08.434
20130907 17.554
20131003 02.674
20131028 11.794
20131122 20.913
20131218 06.033
20140112 15.153
20140207 00.273
20140304 09.393
20140329 18.513
20140424 03.633
20140519 12.753
20140613 21.872
20140709 06.992
20140803 16.112
20140829 01.232
20140923 10.352
20141018 19.472
20141113 04.592
20141208 13.712
20150102 22.831
20150128 07.951
20150222 17.071
20150320 02.191
20150414 11.311
20150509 20.431
20150604 05.551
20150629 14.671
20150724 23.790
20150819 08.910
20150913 18.030
20151009 03.150
20151103 12.270
20151128 21.390
20151224 06.510
